review_id,sem_mentions_bugs,sem_mentions_performance,sem_mentions_gameplay,sem_mentions_price_value,sem_mentions_difficulty,sem_mentions_repetition_grind,sem_mentions_immersion,sem_mentions_frustration_source,sem_num_signals
79804084,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
15204170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10026089,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
10039835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10247472,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
10319499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10359819,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
10361663,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
10432409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10512992,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0
10515776,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
10627049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10651527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10676277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10679902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10698325,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
10758961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10771964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10773963,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
10775850,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
10802848,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10817854,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
10861579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
10915622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10920067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
10920082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10991543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11088300,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0
11109402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11167034,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
11174780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11273710,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
11304419,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
11416879,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
11554118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
11582395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11611308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
11815710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11825334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11970816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11975783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12021180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12060240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
12140383,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
12242084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12242382,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
12298007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12315419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12354062,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
12444996,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0
12453339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12674177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12678365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12710206,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0
12717518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
12768296,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
12782262,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
12823696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12894561,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
12972061,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
12988013,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
13033351,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
13039011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13090620,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0
13124587,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
13131462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13163310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13322370,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13336039,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0
13423215,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
13423367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13433926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13509925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
13570674,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
13632040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13665218,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
13673366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13674855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
13682696,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0
13701655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
13724178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13758347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13929979,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
14006679,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0
14085289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14118413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14150636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14166325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14241897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14259058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
14334171,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
14367458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14429501,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
14498751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14505919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14506478,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0
14642980,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0
14645342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
14655984,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0
14694521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
14764246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14766009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
14820036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
14821901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14909615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15010232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15095005,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
15103630,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15297018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
